"Ctrl_0"	"Ctrl_1"	"Ctrl_2"	"Ctrl_3"	"TollLPS_0"	"TollLPS_1"	"TollLPS_2"	"TollLPS_3"	"TollMRP8_0"	"TollMRP8_1"	"TollMRP8_2"	"TollMRP8_3"	"ActLPS_0"	"ActLPS_1"	"ActLPS_2"	"ActLPS_3"
"ELP6"	51496.7050403357	41645.1247874647	14469.7353476658	51656.0499556363	266416.659625247	227741.34487845	249594.35951896	287500.706315041	199241.121485829	289870.77283673	173715.42789042	162347.286008298	362305.143708363	369366.157217883	371116.985660046	328585.409582593
"ELSPBP1"	41948.9804422483	19747.6907866076	39723.037998192	10989.4375549629	284406.654955819	106641.336344182	171002.377429977	260141.010722145	246952.916495502	175050.071906298	298643.742688	196012.890059501	325112.678669393	359690.13327267	351790.350093506	360772.418486886
"ELTD1"	6634.31193679571	53244.7923673317	11671.956256032	19092.5975097343	115706.225624308	225691.569875926	236984.165990725	190840.279310942	189963.960368186	115971.772605553	177166.992146522	237635.886669159	312332.900636829	388600.37936829	306106.414482929	314843.04072801
"EMB"	99299.6311280876	87317.4548847601	7759.94984433055	95024.7011845931	257976.992055774	140066.559240222	291796.319093555	297955.257538706	280579.858599231	111100.209504366	183208.562154323	273504.212545231	369878.885755315	330922.885192558	322873.117751442	317714.427085593
"EMBP1"	12086.5481207147	77397.901378572	72997.2169036046	85354.7468781471	141121.615236625	199693.881208077	291944.623878226	119601.889373735	290990.44832401	240261.602401733	182207.026518881	258252.572827041	390422.582183965	334609.785070643	390194.52126231	394606.679980643
"EMC1"	69289.4934210926	18738.2828909904	48659.6450675279	73734.8169088364	144265.568628907	116146.432934329	177232.742961496	165677.340701222	190260.50651446	225433.336850256	135762.175172567	101816.190173849	357457.533245906	372945.50947845	393581.271683797	345524.045149796
"EMC10"	85719.2009687424	93047.1084546298	13910.1641485468	76244.4001855329	169803.693564609	248427.896434441	120163.926202804	159406.786737964	118771.132361144	103971.833782271	202093.054354191	253087.578294799	319159.092730843	327536.622993648	368720.32051906	365517.400857061
"EMC2"	71422.0004621893	64114.5413042977	39123.9162068814	8668.39953232557	279117.417242378	109358.990518376	109494.734928012	298909.458937123	276467.640930787	255428.201286122	110131.451487541	188641.92054607	375668.795290403	377212.922181934	390616.765851155	337377.317901701
"EMC3"	20448.4630608931	18623.9000642672	68801.1073274538	31391.3539750502	184582.78849721	113775.609713048	229531.250102445	290940.381214023	122360.184555873	181202.980037779	193035.879498348	256939.047994092	328733.491245657	367073.207744397	359258.860140108	340820.287214592
"EMC3-AS1"	17708.4819413722	68922.096118331	94548.2963928953	81463.8020470738	296505.841519684	142980.372393504	225125.799374655	115164.021356031	296495.030680671	256407.98616223	193403.997272253	219986.833026633	338736.976240762	371824.335772544	348459.368105978	312611.933820881
"EMC4"	19464.903883636	9740.71589298546	35736.4150695503	67844.4795077667	288256.998592988	237011.665385216	288799.138506874	160301.999328658	177995.813358575	296973.14882651	243127.213791013	178595.888148993	310380.642442033	387328.632012941	352244.950435124	351974.508538842
"EMC6"	49747.3945375532	76705.488585867	864.386325702071	3898.93718529493	186287.393746898	251466.956688091	181620.091153309	153873.239457607	281952.408095822	101745.677134022	261352.991173044	114405.459165573	309163.974644616	310819.670627825	317623.800225556	385453.315614723
"EMC7"	93584.7449349239	9481.77401442081	26766.1116784438	73802.7356564999	293128.231633455	239079.65826802	276841.11581184	243850.345024839	168428.029352799	225654.113758355	169116.847822443	243849.922390655	359130.76591678	324434.965010732	350520.448223688	319476.739899255
"EMC8"	31418.2676840574	22692.585689947	17718.1163337082	69967.5306677818	116368.159418926	277189.665194601	144406.297756359	192846.478056163	202563.028642908	163973.973318934	170132.567267865	211356.676369905	385355.563275516	347886.060876772	350119.363493286	341208.321158774
"EMC9"	38746.7544991523	87658.2720782608	94383.3686877042	42799.732950516	241914.421785623	249814.492324367	210638.541122898	137953.179283068	178521.000128239	176412.098156288	225530.218845233	100940.091861412	343890.874576755	396914.554946125	354618.123895489	393855.491559952
"EMCN"	74508.0696884543	44412.4297238886	88614.8670921102	48609.4797728583	125645.658327267	125543.358130381	252422.432787716	294843.72860752	186230.759136379	197724.493313581	191685.592755675	218599.554197863	301184.871117584	396435.723523609	371278.674225323	384114.458365366
"EMD"	49009.5428423956	27425.258141011	18284.202227369	40365.597861819	201176.687981933	293333.751149476	276063.184952363	191596.888937056	226801.86922662	229692.224087194	171617.263089865	139093.791181222	380968.6612105	397830.411372706	329858.233989216	316353.359003551
"EME1"	32748.4525740147	58670.5400841311	54977.2118683904	38713.1905416027	188318.661274388	130727.871181443	247849.911963567	210724.736284465	119745.430210605	143625.844456255	180051.304493099	138373.65899235	397441.96634274	305230.050254613	394636.178063229	349652.198236436
"EME2"	87453.4575035796	58336.6939565167	67545.0318027288	21634.112088941	183892.638608813	225232.767080888	120774.990972131	270158.001733944	259915.294591337	248736.715968698	104470.41541338	245265.770237893	305437.797214836	319779.025716707	305409.29294657	340556.852170266
"EMG1"	97840.9054456279	34061.5691849962	24344.2938663065	22305.0232045352	279917.377326638	130631.497362629	179941.965872422	185909.572290257	119332.943763584	150907.227303833	143217.494338751	258189.661893994	330183.264077641	329089.476889931	319517.11459551	379430.813272484
"EMID1"	94563.9149751514	71780.7056382298	91176.5518132597	73542.2376776114	286214.346718043	225914.227915928	153506.756201386	174452.385213226	247924.569435418	127567.268535495	177437.468152493	203040.926717222	302639.317465946	368482.753890567	380139.320064336	351272.811950184
"EMILIN1"	66985.5641201138	95075.5725614727	94198.0839474127	80295.7579260692	252910.909196362	151805.147621781	190948.834968731	122221.254976466	158865.176932886	196507.84409605	166054.307483137	151758.996257558	377275.940682739	388860.276108608	383024.24622234	332228.252151981
"EMILIN2"	4081.95981290191	91863.6002810672	6890.24990424514	60220.7191521302	118993.345182389	213088.056677952	180982.710700482	264178.141672164	216664.103697985	220041.904924437	246834.96793732	211964.121181518	386879.837978631	335778.99413649	320260.70386637	341617.504693568
"EMILIN3"	28936.7809193209	10457.2498705238	8713.59086595476	32270.2550562099	118206.421006471	260423.171566799	296363.315079361	172949.294233695	252923.895698041	251231.743907556	100417.220871896	255538.853025064	347006.126772612	394656.234444119	331345.091597177	399547.66810406
"EML1"	46706.2092386186	41263.98160588	36008.3311097696	72072.7894455194	258646.411821246	216865.588584915	150480.352481827	158081.154851243	251562.702842057	124346.219561994	116319.451434538	247080.355416983	351467.94449538	394922.953937203	308776.476839557	302224.466903135
"EML2"	9867.84845590591	55115.6277069822	83314.8780046031	73135.9982630238	107268.001651391	169152.025226504	162240.480445325	241904.367646202	267043.391568586	166346.371686086	266437.286278233	295043.388428167	306737.923575565	305534.221604466	374861.874454655	384155.206358992
"EML3"	33707.6219031587	35946.8890121207	78177.8786564246	60244.9110243469	286278.647836298	214419.82970573	162021.429650486	223999.67960082	213559.591583908	250551.163125783	259777.675010264	267726.593418047	341871.96707353	367568.654287606	389588.859956712	316211.687028408
"EML4"	71812.2460879385	70199.1629786789	34578.6351943389	47475.7295101881	297001.954773441	292915.401700884	287686.810223386	132329.709315673	238792.39638336	183567.184722051	130629.006493837	287643.15918088	319179.380498827	395109.22706686	395400.660089217	369245.91078423
"EML5"	5967.94215962291	33474.1228492931	29170.5928044394	8133.33303667605	214137.343876064	129938.981262967	187564.773997292	285557.759692892	226156.500633806	284533.680928871	184314.850578085	123235.019110143	394732.77318757	313295.423914678	399664.30994682	354421.513527632
"EML6"	58599.7208487242	74965.7405307516	81944.0506631508	75940.3232717887	238806.412694976	125257.806805894	101807.112433016	238560.637598857	216471.365140751	294646.844267845	104731.130739674	164834.672724828	377344.766655006	380649.227160029	327879.918296821	392674.831673503
"EMP1"	93969.4590168074	55493.8494460657	89762.435760349	9005.65742049366	112239.350890741	206600.530678406	291344.67584081	269115.352723747	193628.025008366	100058.211246505	184581.559989601	143504.660623148	375584.315299056	320242.061302997	366847.15570882	343581.232009456
"EMP2"	77649.2699747905	17784.7659913823	74511.0040763393	77627.8097415343	250638.994807377	152900.591865182	169398.070778698	158474.072534591	112101.325858384	195839.261170477	145605.529658496	123051.127418876	379420.045646839	344225.05069524	384661.906748079	372020.450327545
"EMP3"	74344.0763559192	23348.8640515134	94014.3135376275	93549.1241281852	237170.597724617	279999.83872287	295291.49797745	100648.943334818	255571.420583874	237983.203632757	244066.361384466	258767.64790155	382410.937012173	315899.833710864	359359.960909933	301876.537618227
"EMR1"	66151.8470849842	10301.8644731492	51119.0216988325	51767.0648405328	239907.162450254	242300.915298983	279251.523548737	195762.787153944	200231.562182307	151149.823283777	165737.816272303	240129.515854642	391689.594229683	343640.999263152	305905.234604143	304923.835583031
"EMR2"	899.051455780864	36597.4485641345	70748.2322584838	92603.2337127253	288995.440490544	239603.5422571	195686.245057732	107151.296222582	289865.999063477	254980.391543359	123770.412057638	167643.350642174	305835.641967133	351181.454001926	316534.224851057	303615.919756703
"EMR3"	46530.5094141513	85938.7207776308	64389.5934335887	11195.589764975	221235.055616125	112683.600699529	139559.640269727	150811.069086194	252584.860567003	260509.507218376	111153.612844646	157563.75445053	392213.574517518	314555.146871135	379945.11150755	348968.01779978
"EMR4P"	7487.15640511364	29310.1644841954	82852.2366005927	78152.7388608083	257309.443922713	213238.490466028	206666.226591915	146626.040386036	265760.722989216	282658.127136528	215843.290649354	106230.269698426	355427.095061168	383984.730974771	397730.684489943	309180.854982696
"EMX1"	5235.14884989709	98941.2095397711	7750.71890093386	4465.35267401487	165389.168867841	122296.954132617	193849.027948454	141234.661033377	202437.157928944	112541.252188385	252320.546563715	229168.290970847	372842.367715202	317188.631091267	343136.6994977	384056.392149068
"EMX2"	1391.90743211657	94302.0367994905	54071.7925643548	5410.04659608006	229896.127572283	214049.924956635	216835.820861161	233374.540461227	287721.535610035	270916.241966188	123619.522806257	153809.787845239	339985.873224214	367025.667149574	355571.705312468	333074.166369624
"EMX2OS"	4447.67323788255	37750.9418176487	95229.9249824136	43252.1416107193	291231.761500239	221641.501551494	152792.60254465	170023.03940244	239453.3211831	125355.604663491	298521.031113341	174374.792398885	392499.343142845	378820.508602075	374645.3843778	368836.041050963
"EN1"	74258.2556093112	8136.47874165326	93739.249650389	80100.5579065531	225820.942642167	180648.711370304	272729.889769107	222052.841819823	219938.606442884	289809.592487291	260781.659511849	135927.462391555	398356.221127324	350682.093156502	384668.786032125	364849.414350465
"EN2"	49716.5909968317	5759.02031268924	52568.8879191875	86745.8028718829	276486.8340455	253365.995781496	138914.550608024	118173.536704853	223511.607479304	193782.315542921	158138.873334974	163997.011817992	308157.997694798	310366.246011108	302419.359516352	305932.706268504
"ENAH"	92295.3251050785	54701.7621342093	86345.5509766936	6042.46323928237	194640.682032332	242506.37954101	107594.872219488	245728.982053697	253724.980400875	295236.656302586	290855.509368703	152919.983165339	378366.968943737	364050.058159046	378454.599971883	326973.655866459
"ENAM"	45072.2756329924	6439.69646189362	27349.2623353377	47299.8371580616	111085.362918675	259056.287910789	129899.795074016	232439.767522737	133559.052320197	273943.634703755	286114.38954249	191122.850868851	358585.161273368	350734.561355785	332461.214624345	333753.249142319
"ENC1"	13650.8852709085	41157.0070544258	37778.7399571389	13293.9080474898	176637.151883915	287109.929323196	230431.086290628	245209.070295095	164440.486999229	233841.656893492	181620.931997895	284329.399652779	334999.622916803	361457.527824678	334016.184066422	372715.214360505
"ENDOD1"	56951.4756090939	6677.62313969433	70222.4750071764	14907.2526954114	184741.904493421	164203.012734652	197600.495815277	224725.51218234	265548.954391852	215667.364187539	286933.267116547	191284.889169037	330397.852417082	310284.165199846	361342.434305698	319466.989045031
"ENDOG"	81764.0772555023	79414.7100998089	51864.5006231964	48814.956843853	147840.902535245	121342.713944614	220668.411115184	113748.967694119	145170.289324597	111149.224080145	259270.336758345	158357.716584578	397853.260906413	352380.563435145	300557.193229906	302405.317383818
"ENDOU"	57330.5061319843	19717.0061524957	30677.5261415169	72402.3425718769	277114.707231522	151073.378697038	243307.859264314	254725.649394095	174725.693603978	143757.533608004	150254.164682701	207270.720601082	362317.771837115	376818.245253526	336938.417935744	325236.615282483
"ENDOV"	86230.4635811597	4968.20681728423	42641.9134717435	61866.4717767388	199423.465365544	250119.715742767	251391.062000766	264526.999276131	159908.440802246	175215.648673475	269426.51309073	199762.208526954	379237.678879872	352172.858035192	375563.306221738	327464.527660049
"ENG"	31866.9872125611	26569.899590686	73667.2973027453	21306.7855685949	247494.201548398	154718.809155747	149094.271380454	126586.288912222	114740.071259439	136745.521379635	176663.578022271	249733.221717179	346140.231541358	359115.361166187	356082.953931764	307023.186329752
"ENGASE"	39276.3167386875	64711.3724378869	78606.4118612558	99165.4605139047	147799.603408203	195007.651625201	214972.36196883	211502.909660339	221737.262560055	200757.80460611	169296.593824401	255368.120782077	332742.877886631	390716.538648121	346910.211024806	345398.4325286
